pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-4127 b,TOI-4127,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GUPTA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..234G/abstract target=ref>Gupta et al. 2023</a>,56.39879000,0.00010000,-0.00010000,0,0.308100,0.005500,-0.005800,0,12.285,0.437,-0.359,0,1.096,0.039,-0.032,0,731.00534,34.96112,-34.96112,0,2.30000,0.11000,-0.11000,0,Mass,0.747100,0.007800,-0.008600,0,22.30,1.50,-1.50,0,605,10,-8,0,0,<a refstr=GUPTA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..234G/abstract target=ref>Gupta et al. 2023</a>,F V,6096.00,115.00,-115.00,0,1.29,0.05,-0.05,0,1.23,0.07,-0.07,0,0.140,0.120,-0.120,0,[Fe/H],4.26,0.14,-0.14,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h01m37.09s,105.4045516,+72d24m53.75s,72.4149297,319.6320000,3.3510000,-3.2830000,11.4410000,0.0100000,-0.0100000,10.2450000,0.0160000,-0.0160000,11.4122000,0.0005330,-0.0005330,2023-06-12,2023-06,2023-06-12
TOI-4137 b,TOI-4137,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,3.80161220,0.00000650,-0.00000650,0,0.052220,0.000890,-0.000960,0,13.574,0.448,-0.437,0,1.211,0.040,-0.039,0,457.67291,54.03083,-47.67426,0,1.44000,0.17000,-0.15000,0,Mass,0.000000,0.048000,-0.052000,0,1013.00,68.00,-60.00,0,1570,25,-24,0,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,6202.00,94.00,-90.00,0,1.44,0.04,-0.04,0,1.31,0.07,-0.07,0,0.182,0.083,-0.085,0,[Fe/H],4.24,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h10m27.09s,77.6128790,+70d23m27.88s,70.3910790,334.9930000,3.3130000,-3.2500000,11.3100000,0.0090000,-0.0090000,10.0040000,0.0220000,-0.0220000,11.2468000,0.0004600,-0.0004600,2022-08-29,2022-08,2022-08-29
TOI-4145 A b,TOI-4145 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,4.06644280,0.00000580,-0.00000580,0,0.048230,0.000750,-0.000790,0,13.305,0.359,-0.347,0,1.187,0.032,-0.031,0,136.66622,41.31769,-41.31769,0,0.43000,0.13000,-0.13000,0,Mass,0.000000,,,0,223.00,16.00,-13.00,0,1074,19,-16,0,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5281.00,86.00,-76.00,0,0.86,0.02,-0.02,0,0.91,0.04,-0.04,0,0.168,0.084,-0.087,0,[Fe/H],4.53,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h37m43.14s,39.4297435,+80d16m02.58s,80.2673838,205.3870000,1.1970000,-1.1840000,12.0840000,0.0250000,-0.0250000,10.2860000,0.0210000,-0.0210000,12.0572000,0.0002630,-0.0002630,2023-02-27,2023-03,2023-02-27
TOI-4153 b,TOI-4153,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,4.61741410,0.00000150,-0.00000150,0,0.063110,0.000840,-0.000960,0,16.119,0.504,-0.471,0,1.438,0.045,-0.042,0,365.50267,57.20911,-57.20911,0,1.15000,0.18000,-0.18000,0,Mass,0.039000,0.047000,-0.028000,0,,,,,1669,29,-39,0,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,,6860.00,150.00,-180.00,0,1.60,0.05,-0.05,0,1.57,0.06,-0.07,0,0.317,0.100,-0.130,0,[Fe/H],4.22,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h21m34.43s,335.3934698,+82d12m57.89s,82.2160792,423.8400000,3.6650000,-3.6040000,11.6010000,0.0160000,-0.0160000,10.2960000,0.0210000,-0.0210000,11.5632000,0.0002790,-0.0002790,2024-07-23,2024-07,2024-07-23
TOI-4184 b,TOI-4184,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARKAOUI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230615095B/abstract target=ref>Barkaoui et al. 2023</a>,4.90198040,0.00000520,-0.00000520,0,0.033600,0.001500,-0.001500,0,2.430,0.210,-0.210,0,0.217,0.019,-0.019,0,,,,,,,,,,,,,,4.80,0.40,-0.40,0,412,8,-8,0,0,<a refstr=BARKAOUI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230615095B/abstract target=ref>Barkaoui et al. 2023</a>,M5.5+/-0.5,3238.00,48.00,-49.00,0,0.23,0.01,-0.01,0,0.21,0.03,-0.03,0,-0.270,0.090,-0.090,0,[Fe/H],5.01,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h55m18.83s,43.8284749,-79d24m52.93s,-79.4147039,69.3649000,0.3243000,-0.3215000,17.1200000,0.2000000,-0.2000000,11.8670000,0.0250000,-0.0250000,15.5939000,0.0007910,-0.0007910,2023-07-25,2023-06,2023-07-25
TOI-4201 b,TOI-4201,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230707329G/abstract target=ref>Gan et al. 2023</a>,3.58191940,0.00000110,-0.00000110,0,0.040000,0.001000,-0.001000,0,13.675,0.448,-0.448,0,1.220,0.040,-0.040,0,788.21445,28.60456,-28.60456,0,2.48000,0.09000,-0.09000,0,Mass,0.041000,0.015000,-0.015000,0,45.20,3.20,-3.20,0,725,20,-20,0,0,<a refstr=GAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230707329G/abstract target=ref>Gan et al. 2023</a>,M1.0+/-0.5,3794.00,79.00,-79.00,0,0.63,0.02,-0.02,0,0.61,0.02,-0.02,0,0.520,0.080,-0.080,0,[Fe/H],4.64,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h01m53.93s,90.4747237,-13d27m40.94s,-13.4613710,189.0110000,0.9885000,-0.9885000,15.1630000,0.0800000,-0.0800000,11.3680000,0.0250000,-0.0250000,14.5001000,0.0004410,-0.0004410,2023-09-19,2023-07,2023-09-19
TOI-421 b,TOI-421,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KRENN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...686A.301K/abstract target=ref>Krenn et al. 2024</a>,5.19757600,0.00000500,-0.00000500,0,0.055400,0.001000,-0.001000,0,2.640,0.080,-0.080,0,0.236,0.007,-0.007,0,6.70000,0.60000,-0.60000,0,0.02108,0.00189,-0.00189,0,Mass,0.130000,0.050000,-0.050000,0,,,,,922,14,-14,0,0,<a refstr=KRENN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...686A.301K/abstract target=ref>Krenn et al. 2024</a>,G9 V,5291.00,64.00,-64.00,0,0.87,0.01,-0.01,0,0.83,0.05,-0.05,0,-0.044,0.040,-0.040,0,[Fe/H],4.48,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h27m24.79s,81.8532824,-14d16m36.27s,-14.2767404,74.7969000,0.2041000,-0.2029000,9.9310000,0.0060000,-0.0060000,8.0710000,0.0180000,-0.0180000,9.7777600,0.0001890,-0.0001890,2024-08-07,2024-06,2024-08-07
TOI-421 c,TOI-421,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KRENN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...686A.301K/abstract target=ref>Krenn et al. 2024</a>,16.06754100,0.00000400,-0.00000400,0,0.117000,0.001800,-0.001800,0,5.090,0.070,-0.070,0,0.454,0.006,-0.006,0,14.10000,1.40000,-1.40000,0,0.04436,0.00440,-0.00440,0,Mass,0.190000,0.040000,-0.040000,0,,,,,635,9,-9,0,0,<a refstr=KRENN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...686A.301K/abstract target=ref>Krenn et al. 2024</a>,G9 V,5291.00,64.00,-64.00,0,0.87,0.01,-0.01,0,0.83,0.05,-0.05,0,-0.044,0.040,-0.040,0,[Fe/H],4.48,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h27m24.79s,81.8532824,-14d16m36.27s,-14.2767404,74.7969000,0.2041000,-0.2029000,9.9310000,0.0060000,-0.0060000,8.0710000,0.0180000,-0.0180000,9.7777600,0.0001890,-0.0001890,2024-08-07,2024-06,2024-08-07
TOI-4308 b,TOI-4308,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,9.15120100,0.00003600,-0.00003700,0,,,,,2.419,0.119,-0.133,0,0.216,0.011,-0.012,0,,,,,,,,,,,,,,,,,,763,,,0,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,5243.00,126.00,-126.00,0,0.79,0.05,-0.05,0,0.90,0.11,-0.11,0,,,,,,4.59,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h51m00.74s,327.7530693,-43d33m44.51s,-43.5623642,108.9320000,0.6420000,-0.6340000,11.2510000,0.0140000,-0.0140000,9.1390000,0.0210000,-0.0210000,10.8645000,0.0002320,-0.0002320,2023-05-26,2023-01,2023-05-26
TOI-431 b,TOI-431,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,0.49004700,0.00001000,-0.00000700,0,0.011300,0.000200,-0.000300,0,1.280,0.040,-0.040,0,0.114,0.004,-0.004,0,3.07000,0.35000,-0.35000,0,0.00966,0.00110,-0.00110,0,Mass,0.000000,,,0,,,,,1862,42,-42,0,1,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,,4850.00,75.00,-75.00,0,0.73,0.02,-0.02,0,0.78,0.07,-0.07,0,0.200,0.050,-0.050,0,[Fe/H],4.60,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h33m04.62s,83.2692502,-26d43m25.93s,-26.7238698,32.5686000,0.0312000,-0.0311000,9.1200000,0.0300000,-0.0300000,6.7230000,0.0210000,-0.0210000,8.7917100,0.0005430,-0.0005430,2021-08-16,2021-10,2021-08-16
TOI-431 d,TOI-431,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,12.46103000,0.00002000,-0.00002000,0,0.098000,0.002000,-0.002000,0,3.290,0.090,-0.090,0,0.294,0.008,-0.008,0,9.90000,1.53000,-1.49000,0,0.03115,0.00481,-0.00469,0,Mass,0.000000,,,0,,,,,633,14,-14,0,0,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,,4850.00,75.00,-75.00,0,0.73,0.02,-0.02,0,0.78,0.07,-0.07,0,0.200,0.050,-0.050,0,[Fe/H],4.60,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h33m04.62s,83.2692502,-26d43m25.93s,-26.7238698,32.5686000,0.0312000,-0.0311000,9.1200000,0.0300000,-0.0300000,6.7230000,0.0210000,-0.0210000,8.7917100,0.0005430,-0.0005430,2021-08-16,2021-10,2021-08-16
TOI-4329 b,TOI-4329,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,2.92230000,0.00015000,-0.00015000,0,,,,,16.813,2.130,-2.130,0,1.500,0.190,-0.190,0,143.02278,28.60456,-28.60456,0,0.45000,0.09000,-0.09000,0,Mass,0.068000,0.079000,-0.079000,0,,,,,,,,,0,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,,6000.00,100.00,-100.00,0,2.31,0.03,-0.03,0,1.54,0.05,-0.05,0,0.290,0.060,-0.060,0,[Fe/H],3.90,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h58m15.34s,329.5639152,+71d07m53.78s,71.1316048,717.1280000,10.7220000,-10.4160000,12.7240000,0.0920000,-0.0920000,10.6300000,0.0280000,-0.0280000,12.4747000,0.0002060,-0.0002060,2022-03-16,2022-03,2022-03-16
TOI-4336 A b,TOI-4336 A,1,3,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TIMMERMANS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240412722T/abstract target=ref>Timmermans et al. 2024</a>,16.33633400,0.00002400,-0.00002300,0,0.087200,0.001300,-0.001400,0,2.120,0.080,-0.090,0,0.189,0.007,-0.008,0,,,,,,,,,,,,,,1.50,0.18,-0.17,0,308,9,-9,0,0,<a refstr=TIMMERMANS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240412722T/abstract target=ref>Timmermans et al. 2024</a>,M3.5+/-0.5,3298.00,75.00,-73.00,0,0.33,0.01,-0.01,0,0.33,0.01,-0.01,0,-0.209,0.012,-0.013,0,[Fe/H],4.93,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h44m25.68s,206.1070129,-40d20m14.46s,-40.3373505,22.5455000,0.0383000,-0.0382000,13.6000000,0.0920000,-0.0920000,8.6320000,0.0240000,-0.0240000,12.2569000,0.0004840,-0.0004840,2024-05-08,2024-04,2024-05-08
TOI-4342 b,TOI-4342,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TEY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230101370T/abstract target=ref>Tey et al. 2023</a>,5.53824980,0.00000570,-0.00000580,0,0.052510,0.000110,-0.000110,0,2.266,0.038,-0.038,0,0.202,0.003,-0.003,0,,,,,,,,,,,,,,26.90,1.10,-1.00,0,634,6,-6,0,0,<a refstr=TEY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230101370T/abstract target=ref>Tey et al. 2023</a>,M0 V,3901.00,69.00,-69.00,0,0.60,0.01,-0.01,0,0.63,0.01,-0.01,0,,,,,,4.69,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h37m33.46s,324.3894196,-77d58m44.93s,-77.9791468,61.5204000,0.1022000,-0.1022000,12.6690000,0.0570000,-0.0570000,9.0180000,0.0210000,-0.0210000,11.9822000,0.0003820,-0.0003820,2023-02-07,2023-01,2023-02-07
TOI-4342 c,TOI-4342,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TEY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230101370T/abstract target=ref>Tey et al. 2023</a>,10.68871600,0.00001500,-0.00001500,0,0.081400,0.000170,-0.000170,0,2.415,0.043,-0.040,0,0.215,0.004,-0.004,0,,,,,,,,,,,,,,11.18,0.45,-0.44,0,509,5,-5,0,0,<a refstr=TEY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230101370T/abstract target=ref>Tey et al. 2023</a>,M0 V,3901.00,69.00,-69.00,0,0.60,0.01,-0.01,0,0.63,0.01,-0.01,0,,,,,,4.69,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h37m33.46s,324.3894196,-77d58m44.93s,-77.9791468,61.5204000,0.1022000,-0.1022000,12.6690000,0.0570000,-0.0570000,9.0180000,0.0210000,-0.0210000,11.9822000,0.0003820,-0.0003820,2023-02-07,2023-01,2023-02-07
TOI-4377 b,TOI-4377,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PEREIRA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231106678P/abstract target=ref>Pereira et al. 2023</a>,4.37808100,0.00001900,-0.00001900,0,0.057900,0.001000,-0.001100,0,15.110,0.908,-0.908,0,1.348,0.081,-0.081,0,304.16179,28.28673,-27.65107,0,0.95700,0.08900,-0.08700,0,Mass,0.045000,0.053000,-0.032000,0,,,,,,,,,0,<a refstr=PEREIRA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231106678P/abstract target=ref>Pereira et al. 2023</a>,,4974.00,57.00,-57.00,0,3.52,0.15,-0.14,0,1.36,0.08,-0.07,0,0.205,0.038,-0.038,0,[Fe/H],3.39,0.16,-0.16,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h59m43.79s,164.9324709,-82d13m16.86s,-82.2213501,455.8200000,4.9090000,-4.8080000,11.7070000,0.0520000,-0.0520000,9.1480000,0.0240000,-0.0240000,11.4565000,0.0003640,-0.0003640,2023-11-28,2023-11,2023-11-28
TOI-4379 b,TOI-4379,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SAUNDERS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...81S/abstract target=ref>Saunders et al. 2024</a>,3.25352000,0.00002000,-0.00002000,0,,,,,16.690,0.886,-0.886,0,1.489,0.079,-0.079,0,353.74302,22.56582,-22.56582,0,1.11300,0.07100,-0.07100,0,Mass,0.018000,0.029000,-0.018000,0,,,,,,,,,0,<a refstr=SAUNDERS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...81S/abstract target=ref>Saunders et al. 2024</a>,,6020.00,100.00,-100.00,0,1.98,0.04,-0.04,0,1.37,0.04,-0.10,0,0.160,0.060,-0.060,0,[Fe/H],3.93,0.04,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h48m11.49s,252.0478813,-32d26m01.51s,-32.4337532,645.1580000,19.0390000,-17.9950000,12.6610000,0.0920000,-0.0920000,10.7320000,0.0190000,-0.0190000,12.4083000,0.0001940,-0.0001940,2024-08-16,2024-08,2024-08-22
TOI-4406 b,TOI-4406,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BRAHM_ET_AL__2023 href=https://arxiv.org/abs/2304.02139 target=ref>Brahm et al. 2023</a>,30.08364000,0.00005000,-0.00005000,0,0.201000,0.005000,-0.005000,0,11.209,0.224,-0.224,0,1.000,0.020,-0.020,0,95.34852,9.53485,-9.53485,0,0.30000,0.03000,-0.03000,0,Mass,0.150000,0.050000,-0.040000,0,,,,,904,16,-17,0,0,<a refstr=BRAHM_ET_AL__2023 href=https://arxiv.org/abs/2304.02139 target=ref>Brahm et al. 2023</a>,,6219.00,70.00,-70.00,0,1.29,0.01,-0.01,0,1.19,0.03,-0.03,0,0.100,0.050,-0.050,0,[Fe/H],4.29,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h12m11.64s,18.0485164,-56d55m31.40s,-56.9253875,261.8340000,1.7500000,-1.7260000,10.9370000,0.0070000,-0.0070000,9.7300000,0.0230000,-0.0230000,10.9545000,0.0004630,-0.0004630,2023-04-10,2023-04,2023-04-10
TOI-4438 b,TOI-4438,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GOFFO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240309833G/abstract target=ref>Goffo et al. 2024</a>,7.44628000,0.00000900,-0.00000900,0,0.053400,0.003700,-0.003700,0,2.520,0.130,-0.130,0,0.225,0.012,-0.012,0,5.40000,1.10000,-1.10000,0,0.01699,0.00346,-0.00346,0,Mass,0.140000,0.090000,-0.090000,0,6.00,0.90,-0.77,0,435,15,-15,0,0,<a refstr=GOFFO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240309833G/abstract target=ref>Goffo et al. 2024</a>,M3.5 V,3422.00,81.00,-81.00,0,0.37,0.02,-0.02,0,0.37,0.02,-0.02,0,-0.190,0.050,-0.050,0,[Fe/H],4.68,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h01m16.14s,270.3172389,+35d35m41.64s,35.5948992,30.0346000,0.0233000,-0.0233000,13.6900000,0.0450000,-0.0450000,8.8690000,0.0180000,-0.0180000,12.5196000,0.0003370,-0.0003370,2024-03-25,2024-03,2024-03-25
TOI-444 b,TOI-444,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,17.96360000,0.00004000,-0.00004000,0,0.133000,0.006000,-0.006000,0,2.770,0.200,-0.200,0,0.247,0.018,-0.018,0,,,,,,,,,,,,,,,,,,609,61,-61,0,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,K1/2 V,5225.00,70.00,-70.00,0,0.78,0.05,-0.05,0,0.96,0.13,-0.13,0,0.080,0.080,-0.080,0,[Fe/H],4.64,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h16m44.16s,64.1839982,-26d45m59.07s,-26.7664071,57.3973000,0.0828000,-0.0826000,9.8600000,0.0300000,-0.0300000,7.8320000,0.0230000,-0.0230000,9.6063000,0.0003620,-0.0003620,2023-08-22,2023-03,2023-08-22
TOI-4443.01,TOI-4443,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,1.84985670,,,0,0.029963,,,0,1.719,0.135,-0.135,0,0.153,0.012,-0.012,0,,,,,,,,,,,,,,1194.21,,,0,1639,,,0,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,,5834.00,,,0,1.02,,,0,1.05,,,0,,,,,,4.44,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h17m04.48s,274.2686643,+21d54m34.37s,21.9095459,56.0739000,0.0957000,-0.0954000,8.4930000,0.0020000,-0.0020000,7.0100000,0.0200000,-0.0200000,8.3360900,0.0001800,-0.0001800,2024-06-11,2024-05,2024-06-11
